level_id,locale,tier,learning_objective,correctness_review,language_review,age_review,cultural_review,accessibility_review,reviewer,review_date,status,notes
dr-lv023,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv024,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv024,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv025,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv025,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv026,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv026,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv027,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv027,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv028,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv028,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv029,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv029,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv030,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv030,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv031,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv031,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv032,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv032,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv033,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv033,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv034,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv034,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv035,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv035,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv036,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv036,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv037,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv037,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv038,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv038,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv039,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv039,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv040,en,explorer,daily routine sequencing,,,,,,,,pending,
dr-lv040,vi,explorer,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv041,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv041,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv042,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv042,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv043,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv043,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv044,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv044,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv045,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv045,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv046,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv046,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv047,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv047,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv048,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv048,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv049,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv049,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv050,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv050,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv051,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv051,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv052,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv052,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv053,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv053,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv054,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv054,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv055,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv055,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv056,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv056,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv057,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv057,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv058,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv058,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv059,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv059,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
dr-lv060,en,master,daily routine sequencing,,,,,,,,pending,
dr-lv060,vi,master,sắp xếp trình tự sinh hoạt hằng ngày,,,,,,,,pending,
hf-lv001,en,junior,nutrition classification,,,,,,,,pending,
hf-lv001,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv002,en,junior,nutrition classification,,,,,,,,pending,
hf-lv002,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv003,en,junior,nutrition classification,,,,,,,,pending,
hf-lv003,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv004,en,junior,nutrition classification,,,,,,,,pending,
hf-lv004,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv005,en,junior,nutrition classification,,,,,,,,pending,
hf-lv005,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv006,en,junior,nutrition classification,,,,,,,,pending,
hf-lv006,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv007,en,junior,nutrition classification,,,,,,,,pending,
hf-lv007,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv008,en,junior,nutrition classification,,,,,,,,pending,
hf-lv008,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv009,en,junior,nutrition classification,,,,,,,,pending,
hf-lv009,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv010,en,junior,nutrition classification,,,,,,,,pending,
hf-lv010,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv011,en,junior,nutrition classification,,,,,,,,pending,
hf-lv011,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv012,en,junior,nutrition classification,,,,,,,,pending,
hf-lv012,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv013,en,junior,nutrition classification,,,,,,,,pending,
hf-lv013,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv014,en,junior,nutrition classification,,,,,,,,pending,
hf-lv014,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv015,en,junior,nutrition classification,,,,,,,,pending,
hf-lv015,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv016,en,junior,nutrition classification,,,,,,,,pending,
hf-lv016,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv017,en,junior,nutrition classification,,,,,,,,pending,
hf-lv017,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv018,en,junior,nutrition classification,,,,,,,,pending,
hf-lv018,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv019,en,junior,nutrition classification,,,,,,,,pending,
hf-lv019,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv020,en,junior,nutrition classification,,,,,,,,pending,
hf-lv020,vi,junior,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv021,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv021,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv022,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv022,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv023,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv023,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv024,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv024,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv025,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv025,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv026,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv026,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv027,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv027,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv028,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv028,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv029,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv029,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv030,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv030,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv031,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv031,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv032,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv032,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv033,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv033,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv034,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv034,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv035,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv035,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv036,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv036,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv037,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv037,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv038,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv038,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv039,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv039,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv040,en,explorer,nutrition classification,,,,,,,,pending,
hf-lv040,vi,explorer,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv041,en,master,nutrition classification,,,,,,,,pending,
hf-lv041,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv042,en,master,nutrition classification,,,,,,,,pending,
hf-lv042,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv043,en,master,nutrition classification,,,,,,,,pending,
hf-lv043,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv044,en,master,nutrition classification,,,,,,,,pending,
hf-lv044,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv045,en,master,nutrition classification,,,,,,,,pending,
hf-lv045,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv046,en,master,nutrition classification,,,,,,,,pending,
hf-lv046,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv047,en,master,nutrition classification,,,,,,,,pending,
hf-lv047,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv048,en,master,nutrition classification,,,,,,,,pending,
hf-lv048,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv049,en,master,nutrition classification,,,,,,,,pending,
hf-lv049,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv050,en,master,nutrition classification,,,,,,,,pending,
hf-lv050,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv051,en,master,nutrition classification,,,,,,,,pending,
hf-lv051,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv052,en,master,nutrition classification,,,,,,,,pending,
hf-lv052,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv053,en,master,nutrition classification,,,,,,,,pending,
hf-lv053,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv054,en,master,nutrition classification,,,,,,,,pending,
hf-lv054,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv055,en,master,nutrition classification,,,,,,,,pending,
hf-lv055,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv056,en,master,nutrition classification,,,,,,,,pending,
hf-lv056,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv057,en,master,nutrition classification,,,,,,,,pending,
hf-lv057,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv058,en,master,nutrition classification,,,,,,,,pending,
hf-lv058,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv059,en,master,nutrition classification,,,,,,,,pending,
hf-lv059,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
hf-lv060,en,master,nutrition classification,,,,,,,,pending,
hf-lv060,vi,master,phân loại dinh dưỡng,,,,,,,,pending,
lh-lv001,en,junior,letter placement into words,,,,,,,,pending,
lh-lv001,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv002,en,junior,letter placement into words,,,,,,,,pending,
lh-lv002,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv003,en,junior,letter placement into words,,,,,,,,pending,
lh-lv003,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv004,en,junior,letter placement into words,,,,,,,,pending,
lh-lv004,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv005,en,junior,letter placement into words,,,,,,,,pending,
lh-lv005,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv006,en,junior,letter placement into words,,,,,,,,pending,
lh-lv006,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv007,en,junior,letter placement into words,,,,,,,,pending,
lh-lv007,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv008,en,junior,letter placement into words,,,,,,,,pending,
lh-lv008,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv009,en,junior,letter placement into words,,,,,,,,pending,
lh-lv009,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv010,en,junior,letter placement into words,,,,,,,,pending,
lh-lv010,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv011,en,junior,letter placement into words,,,,,,,,pending,
lh-lv011,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv012,en,junior,letter placement into words,,,,,,,,pending,
lh-lv012,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv013,en,junior,letter placement into words,,,,,,,,pending,
lh-lv013,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv014,en,junior,letter placement into words,,,,,,,,pending,
lh-lv014,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv015,en,junior,letter placement into words,,,,,,,,pending,
lh-lv015,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv016,en,junior,letter placement into words,,,,,,,,pending,
lh-lv016,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv017,en,junior,letter placement into words,,,,,,,,pending,
lh-lv017,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv018,en,junior,letter placement into words,,,,,,,,pending,
lh-lv018,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv019,en,junior,letter placement into words,,,,,,,,pending,
lh-lv019,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv020,en,junior,letter placement into words,,,,,,,,pending,
lh-lv020,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv021,en,junior,letter placement into words,,,,,,,,pending,
lh-lv021,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv022,en,junior,letter placement into words,,,,,,,,pending,
lh-lv022,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv023,en,junior,letter placement into words,,,,,,,,pending,
lh-lv023,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv024,en,junior,letter placement into words,,,,,,,,pending,
lh-lv024,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv025,en,junior,letter placement into words,,,,,,,,pending,
lh-lv025,vi,junior,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv026,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv026,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv027,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv027,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv028,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv028,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv029,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv029,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv030,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv030,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv031,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv031,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv032,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv032,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv033,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv033,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv034,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv034,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv035,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv035,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv036,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv036,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv037,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv037,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv038,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv038,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv039,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv039,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv040,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv040,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv041,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv041,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv042,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv042,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv043,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv043,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv044,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv044,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv045,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv045,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv046,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv046,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv047,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv047,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv048,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv048,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv049,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv049,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv050,en,explorer,letter placement into words,,,,,,,,pending,
lh-lv050,vi,explorer,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv051,en,master,letter placement into words,,,,,,,,pending,
lh-lv051,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv052,en,master,letter placement into words,,,,,,,,pending,
lh-lv052,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv053,en,master,letter placement into words,,,,,,,,pending,
lh-lv053,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv054,en,master,letter placement into words,,,,,,,,pending,
lh-lv054,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv055,en,master,letter placement into words,,,,,,,,pending,
lh-lv055,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv056,en,master,letter placement into words,,,,,,,,pending,
lh-lv056,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv057,en,master,letter placement into words,,,,,,,,pending,
lh-lv057,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv058,en,master,letter placement into words,,,,,,,,pending,
lh-lv058,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv059,en,master,letter placement into words,,,,,,,,pending,
lh-lv059,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv060,en,master,letter placement into words,,,,,,,,pending,
lh-lv060,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv061,en,master,letter placement into words,,,,,,,,pending,
lh-lv061,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv062,en,master,letter placement into words,,,,,,,,pending,
lh-lv062,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv063,en,master,letter placement into words,,,,,,,,pending,
lh-lv063,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv064,en,master,letter placement into words,,,,,,,,pending,
lh-lv064,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv065,en,master,letter placement into words,,,,,,,,pending,
lh-lv065,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv066,en,master,letter placement into words,,,,,,,,pending,
lh-lv066,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv067,en,master,letter placement into words,,,,,,,,pending,
lh-lv067,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv068,en,master,letter placement into words,,,,,,,,pending,
lh-lv068,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv069,en,master,letter placement into words,,,,,,,,pending,
lh-lv069,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv070,en,master,letter placement into words,,,,,,,,pending,
lh-lv070,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv071,en,master,letter placement into words,,,,,,,,pending,
lh-lv071,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv072,en,master,letter placement into words,,,,,,,,pending,
lh-lv072,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv073,en,master,letter placement into words,,,,,,,,pending,
lh-lv073,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv074,en,master,letter placement into words,,,,,,,,pending,
lh-lv074,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
lh-lv075,en,master,letter placement into words,,,,,,,,pending,
lh-lv075,vi,master,đặt chữ cái vào từ,,,,,,,,pending,
nt-lv001,en,junior,number sequencing,,,,,,,,pending,
nt-lv001,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv002,en,junior,number sequencing,,,,,,,,pending,
nt-lv002,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv003,en,junior,number sequencing,,,,,,,,pending,
nt-lv003,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv004,en,junior,number sequencing,,,,,,,,pending,
nt-lv004,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv005,en,junior,number sequencing,,,,,,,,pending,
nt-lv005,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv006,en,junior,number sequencing,,,,,,,,pending,
nt-lv006,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv007,en,junior,number sequencing,,,,,,,,pending,
nt-lv007,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv008,en,junior,number sequencing,,,,,,,,pending,
nt-lv008,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv009,en,junior,number sequencing,,,,,,,,pending,
nt-lv009,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv010,en,junior,number sequencing,,,,,,,,pending,
nt-lv010,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv011,en,junior,number sequencing,,,,,,,,pending,
nt-lv011,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv012,en,junior,number sequencing,,,,,,,,pending,
nt-lv012,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv013,en,junior,number sequencing,,,,,,,,pending,
nt-lv013,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv014,en,junior,number sequencing,,,,,,,,pending,
nt-lv014,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv015,en,junior,number sequencing,,,,,,,,pending,
nt-lv015,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv016,en,junior,number sequencing,,,,,,,,pending,
nt-lv016,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv017,en,junior,number sequencing,,,,,,,,pending,
nt-lv017,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv018,en,junior,number sequencing,,,,,,,,pending,
nt-lv018,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv019,en,junior,number sequencing,,,,,,,,pending,
nt-lv019,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv020,en,junior,number sequencing,,,,,,,,pending,
nt-lv020,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv021,en,junior,number sequencing,,,,,,,,pending,
nt-lv021,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv022,en,junior,number sequencing,,,,,,,,pending,
nt-lv022,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv023,en,junior,number sequencing,,,,,,,,pending,
nt-lv023,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv024,en,junior,number sequencing,,,,,,,,pending,
nt-lv024,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv025,en,junior,number sequencing,,,,,,,,pending,
nt-lv025,vi,junior,sắp xếp trình tự số,,,,,,,,pending,
nt-lv026,en,explorer,number sequencing,,,,,,,,pending,
nt-lv026,vi,explorer,sắp xếp trình tự số,,,,,,,,pending,
nt-lv027,en,explorer,number sequencing,,,,,,,,pending,
nt-lv027,vi,explorer,sắp xếp trình tự số,,,,,,,,pending,
nt-lv028,en,explorer,number sequencing,,,,,,,,pending,
nt-lv028,vi,explorer,sắp xếp trình tự số,,,,,,,,pending,
nt-lv029,en,explorer,number sequencing,,,,,,,,pending,
nt-lv029,vi,explorer,sắp xếp trình tự số,,,,,,,,pending,
